Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Sub_Category,Product,Region,City,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Revenue_Before_Discount,Profit_Margin,Month,Year
O1318,2025-02-23,C052,Sneha,Technology,Mobile,Apple iPhone,South,Bangalore,7,23171,0.05,154087.15,120857.63,33229.52,162197,21.565406330119025,2025-02,2025
O1319,2025-09-21,C082,Neha,Furniture,Table,Computer Table,East,Bhubaneswar,4,8344,0.15,28369.6,17224.61,11144.99,33376,39.284974056736786,2025-09,2025
O1320,2025-08-29,C093,Vikram,Office Supplies,Pen,Cello Pen,North,Jaipur,9,14127,0.0,127143.0,86080.23,41062.77,127143,32.296524385927654,2025-08,2025
O1321,2025-11-16,C029,Anjali,Furniture,Cabinet,Storage Cabinet,North,Delhi,7,58261,0.0,407827.0,279829.8,127997.2,407827,31.385170672858838,2025-11,2025
O1322,2025-11-03,C013,Arjun,Technology,Monitor,Samsung Monitor,South,Bangalore,2,37391,0.15,63564.7,55019.89,8544.81,74782,13.442696968600496,2025-11,2025
O1323,2025-08-05,C055,Vikram,Technology,Mobile,Apple iPhone,South,Hyderabad,7,39229,0.2,219682.4,154889.17,64793.23,274603,29.494046860376617,2025-08,2025
O1324,2025-10-08,C094,Anjali,Office Supplies,File,Office File,South,Bangalore,5,58372,0.15,248081.0,149305.13,98775.87,291860,39.81597542738057,2025-10,2025
O1325,2025-12-21,C047,Priya,Technology,Keyboard,Logitech Keyboard,West,Mumbai,1,17608,0.15,14966.8,13415.16,1551.64,17608,10.367212764251544,2025-12,2025
O1326,2025-04-10,C031,Priya,Furniture,Desk,Study Desk,South,Bangalore,9,13424,0.05,114775.2,88471.91,26303.29,120816,22.91722427841555,2025-04,2025
O1327,2025-12-09,C045,Priya,Technology,Laptop,HP Laptop,West,Pune,8,34873,0.0,278984.0,242296.55,36687.45,278984,13.150377799443694,2025-12,2025
O1328,2025-01-28,C054,Amit,Technology,Keyboard,HP Keyboard,West,Pune,3,55721,0.15,142088.55,81115.43,60973.12,167163,42.91205730511009,2025-01,2025
O1329,2025-02-23,C010,Kiran,Technology,Keyboard,Logitech Keyboard,East,Patna,3,50800,0.0,152400.0,134008.94,18391.06,152400,12.067624671916011,2025-02,2025
O1330,2025-12-22,C014,Vikram,Office Supplies,Notebook,Spiral Notebook,North,Delhi,5,52425,0.05,249018.75,138885.49,110133.26,262125,44.22689456115252,2025-12,2025
O1331,2025-06-20,C025,Sneha,Office Supplies,Notebook,Classmate Notebook,West,Pune,1,36121,0.15,30702.85,17008.44,13694.41,36121,44.603058022300864,2025-06,2025
O1332,2025-04-14,C092,Vikram,Furniture,Cabinet,Storage Cabinet,North,Delhi,4,37082,0.15,126078.8,82821.3,43257.5,148328,34.30989190886969,2025-04,2025
O1333,2025-08-12,C025,Rahul,Office Supplies,Pen,Parker Pen,North,Lucknow,9,59141,0.2,425815.2,279434.04,146381.16,532269,34.376687351696226,2025-08,2025
O1334,2025-04-21,C051,Anjali,Office Supplies,Pen,Parker Pen,East,Kolkata,5,21063,0.2,84252.0,79169.73,5082.27,105315,6.032224754308504,2025-04,2025
O1335,2025-05-12,C067,Anjali,Office Supplies,Printer Paper,A4 Paper,West,Mumbai,8,13867,0.2,88748.8,62940.84,25807.96,110936,29.079784740751425,2025-05,2025
O1336,2025-04-14,C009,Neha,Technology,Mobile,OnePlus Mobile,East,Kolkata,7,49167,0.05,326960.55,255972.02,70988.53,344169,21.711649922291848,2025-04,2025
O1337,2025-07-18,C057,Vikram,Technology,Keyboard,HP Keyboard,East,Bhubaneswar,6,16716,0.0,100296.0,64204.74,36091.26,100296,35.984745154343145,2025-07,2025
O1338,2025-11-17,C049,Sneha,Technology,Mobile,Apple iPhone,South,Bangalore,5,55851,0.15,237366.75,167406.77,69959.98,279255,29.47336979589601,2025-11,2025
O1339,2025-01-05,C084,Sneha,Furniture,Cabinet,Storage Cabinet,East,Kolkata,9,54033,0.05,461982.15,381615.1,80367.05,486297,17.396137491459356,2025-01,2025
O1340,2025-03-02,C021,Kiran,Technology,Monitor,LG Monitor,South,Chennai,6,51198,0.05,291828.6,188742.28,103086.32,307188,35.324269108648025,2025-03,2025
O1341,2025-01-03,C094,Amit,Furniture,Table,Computer Table,North,Jaipur,2,31533,0.2,50452.8,37004.06,13448.74,63066,26.656082516728503,2025-01,2025
O1342,2025-01-11,C095,Amit,Technology,Keyboard,HP Keyboard,South,Bangalore,1,24372,0.1,21934.8,19023.11,2911.69,24372,13.274294728012109,2025-01,2025
O1343,2025-10-01,C019,Neha,Technology,Keyboard,HP Keyboard,West,Ahmedabad,9,5551,0.1,44963.1,32984.27,11978.83,49959,26.64146822616768,2025-10,2025
O1344,2025-02-28,C098,Rahul,Office Supplies,Pen,Cello Pen,North,Jaipur,6,58727,0.15,299507.7,259684.57,39823.13,352362,13.296195723849502,2025-02,2025
O1345,2025-12-18,C100,Rahul,Office Supplies,File,Office File,East,Bhubaneswar,2,5466,0.2,8745.6,7798.35,947.25,10932,10.831160812294181,2025-12,2025
O1346,2025-03-15,C036,Kiran,Office Supplies,File,Office File,West,Pune,6,55488,0.15,282988.8,157013.86,125974.94,332928,44.515874833208954,2025-03,2025
O1347,2025-06-04,C093,Arjun,Furniture,Desk,Office Desk,South,Chennai,8,18853,0.1,135741.6,88439.51,47302.09,150824,34.84715812985849,2025-06,2025
O1348,2025-05-09,C032,Anjali,Technology,Laptop,HP Laptop,East,Kolkata,6,40795,0.1,220293.0,205299.59,14993.41,244770,6.806121846813109,2025-05,2025
O1349,2025-12-12,C078,Rahul,Technology,Monitor,Dell Monitor,West,Mumbai,3,40646,0.0,121938.0,88739.91,33198.09,121938,27.22538503173744,2025-12,2025
O1350,2025-06-03,C020,Sneha,Furniture,Chair,Executive Chair,South,Hyderabad,2,52260,0.05,99294.0,90446.36,8847.64,104520,8.91054847221383,2025-06,2025
O1351,2025-10-05,C098,Ravi,Office Supplies,Pen,Parker Pen,West,Mumbai,9,47080,0.05,402534.0,375374.24,27159.76,423720,6.747196510108462,2025-10,2025
O1352,2025-10-09,C019,Neha,Technology,Laptop,Dell Laptop,East,Kolkata,8,46102,0.2,295052.8,223260.36,71792.44,368816,24.332065311700145,2025-10,2025
O1353,2025-03-25,C015,Priya,Office Supplies,File,Office File,North,Delhi,5,4657,0.15,19792.25,17402.62,2389.63,23285,12.073564147583019,2025-03,2025
O1354,2025-11-20,C015,Arjun,Technology,Laptop,Dell Laptop,East,Patna,7,13969,0.15,83115.55,66859.56,16255.99,97783,19.55830166557281,2025-11,2025
O1355,2025-01-24,C024,Vikram,Technology,Laptop,Lenovo Laptop,West,Ahmedabad,8,14370,0.2,91968.0,77317.47,14650.53,114960,15.930030010438415,2025-01,2025
O1356,2025-03-10,C095,Kiran,Office Supplies,Pen,Parker Pen,South,Bangalore,5,7515,0.15,31938.75,22998.82,8939.93,37575,27.990857500684907,2025-03,2025
O1357,2025-06-17,C007,Neha,Furniture,Chair,Office Chair,South,Hyderabad,6,38313,0.2,183902.4,154340.33,29562.07,229878,16.074869060980173,2025-06,2025
O1358,2025-02-07,C036,Anjali,Furniture,Chair,Office Chair,East,Patna,3,25017,0.15,63793.35,59757.67,4035.68,75051,6.32617663126329,2025-02,2025
O1359,2025-07-04,C047,Amit,Technology,Laptop,Lenovo Laptop,North,Jaipur,5,23164,0.1,104238.0,68648.59,35589.41,115820,34.142452848289494,2025-07,2025
O1360,2025-10-14,C042,Vikram,Office Supplies,Printer Paper,Premium Paper,North,Delhi,6,2808,0.0,16848.0,11831.94,5016.06,16848,29.7724358974359,2025-10,2025
O1361,2025-09-30,C068,Sneha,Office Supplies,Pen,Parker Pen,North,Delhi,1,52974,0.05,50325.3,37378.97,12946.33,52974,25.72529125509436,2025-09,2025
O1362,2025-02-20,C036,Rahul,Office Supplies,Notebook,Classmate Notebook,South,Hyderabad,6,2900,0.0,17400.0,14501.09,2898.91,17400,16.660402298850574,2025-02,2025
O1363,2025-06-16,C057,Rahul,Technology,Monitor,LG Monitor,East,Patna,7,2014,0.0,14098.0,8442.05,5655.95,14098,40.118811178890624,2025-06,2025
O1364,2025-01-03,C081,Rahul,Furniture,Desk,Office Desk,South,Hyderabad,6,37225,0.15,189847.5,178724.37,11123.13,223350,5.858981550981709,2025-01,2025
O1365,2025-02-01,C096,Sneha,Office Supplies,Notebook,Classmate Notebook,East,Kolkata,1,39974,0.05,37975.3,23362.94,14612.36,39974,38.4785900308885,2025-02,2025
O1366,2025-06-11,C061,Neha,Furniture,Chair,Office Chair,West,Ahmedabad,8,4273,0.05,32474.8,25861.79,6613.01,34184,20.363512631332604,2025-06,2025
O1367,2025-10-10,C080,Amit,Office Supplies,Notebook,Classmate Notebook,North,Delhi,1,40980,0.1,36882.0,26622.84,10259.16,40980,27.816170489669755,2025-10,2025
O1368,2025-03-30,C020,Sneha,Technology,Keyboard,HP Keyboard,North,Lucknow,3,35631,0.1,96203.7,86750.38,9453.32,106893,9.826358029888663,2025-03,2025
O1369,2025-03-24,C051,Priya,Office Supplies,Pen,Cello Pen,North,Lucknow,9,20552,0.1,166471.2,148204.67,18266.53,184968,10.972786884458092,2025-03,2025
O1370,2025-04-07,C005,Anjali,Technology,Laptop,HP Laptop,South,Bangalore,5,32126,0.15,136535.5,109025.92,27509.58,160630,20.148298427881393,2025-04,2025
O1371,2025-01-19,C086,Kiran,Furniture,Chair,Executive Chair,East,Patna,1,30113,0.05,28607.35,20686.17,7921.18,30113,27.68931760544056,2025-01,2025
O1372,2025-03-20,C087,Neha,Office Supplies,Pen,Cello Pen,West,Ahmedabad,4,39300,0.2,125760.0,108649.69,17110.31,157200,13.605526399491094,2025-03,2025
O1373,2025-08-06,C062,Vikram,Office Supplies,Printer Paper,Premium Paper,South,Hyderabad,8,55733,0.05,423570.8,387945.3,35625.5,445864,8.41075447127139,2025-08,2025
O1374,2025-08-07,C049,Neha,Technology,Mobile,OnePlus Mobile,North,Delhi,9,2088,0.05,17852.4,14850.01,3002.39,18792,16.817850821178105,2025-08,2025
O1375,2025-03-15,C038,Amit,Office Supplies,File,Document File,North,Delhi,3,41267,0.05,117610.95,78209.48,39401.47,123801,33.501531957696116,2025-03,2025
O1376,2025-05-28,C019,Sneha,Furniture,Desk,Office Desk,West,Ahmedabad,6,22647,0.1,122293.8,88314.46,33979.34,135882,27.78500627178156,2025-05,2025
O1377,2025-10-10,C010,Anjali,Office Supplies,File,Document File,North,Delhi,2,48121,0.1,86617.8,60572.17,26045.63,96242,30.069604630918818,2025-10,2025
O1378,2025-03-06,C083,Vikram,Technology,Keyboard,HP Keyboard,North,Delhi,4,54430,0.15,185062.0,101933.52,83128.48,217720,44.91925949141369,2025-03,2025
O1379,2025-10-05,C100,Priya,Technology,Mobile,Samsung Mobile,West,Ahmedabad,6,3094,0.2,14851.2,9371.9,5479.3,18564,36.894661710838186,2025-10,2025
O1380,2025-05-17,C036,Arjun,Furniture,Chair,Office Chair,East,Kolkata,1,37264,0.15,31674.4,29283.2,2391.2,37264,7.549314272724976,2025-05,2025
O1381,2025-10-10,C054,Priya,Technology,Mobile,Samsung Mobile,South,Chennai,6,8467,0.0,50802.0,38061.68,12740.32,50802,25.078382740836975,2025-10,2025
O1382,2025-03-14,C027,Vikram,Office Supplies,Printer Paper,A4 Paper,South,Bangalore,9,29138,0.15,222905.7,161330.53,61575.17,262242,27.62386515912334,2025-03,2025
O1383,2025-06-17,C039,Rahul,Office Supplies,Printer Paper,Premium Paper,South,Bangalore,9,25740,0.05,220077.0,182740.29,37336.71,231660,16.965293965293966,2025-06,2025
O1384,2025-10-17,C040,Priya,Technology,Monitor,Samsung Monitor,East,Patna,1,22620,0.2,18096.0,10511.21,7584.79,22620,41.91417992926614,2025-10,2025
O1385,2025-05-07,C019,Sneha,Office Supplies,Pen,Cello Pen,South,Bangalore,2,34497,0.05,65544.3,59251.11,6293.19,68994,9.601429872620502,2025-05,2025
O1386,2025-04-01,C008,Arjun,Office Supplies,File,Office File,East,Bhubaneswar,3,34861,0.0,104583.0,68119.39,36463.61,104583,34.86571431303367,2025-04,2025
O1387,2025-10-11,C097,Amit,Furniture,Table,Office Table,South,Hyderabad,6,24270,0.0,145620.0,99522.93,46097.07,145620,31.655727235269882,2025-10,2025
O1388,2025-05-03,C060,Amit,Technology,Laptop,HP Laptop,East,Patna,5,35685,0.2,142740.0,128393.08,14346.92,178425,10.051085890430153,2025-05,2025
O1389,2025-03-04,C022,Vikram,Furniture,Cabinet,Storage Cabinet,North,Lucknow,5,26034,0.15,110644.5,79415.74,31228.76,130170,28.224412419957613,2025-03,2025
O1390,2025-05-09,C055,Arjun,Technology,Laptop,HP Laptop,East,Patna,6,26811,0.15,136736.1,86692.29,50043.81,160866,36.59882796130648,2025-05,2025
O1391,2025-05-13,C074,Kiran,Furniture,Table,Computer Table,South,Hyderabad,6,31881,0.2,153028.8,93988.0,59040.8,191286,38.58149577073075,2025-05,2025
O1392,2025-05-09,C068,Ravi,Furniture,Desk,Office Desk,South,Bangalore,4,16054,0.1,57794.4,50416.24,7378.16,64216,12.766219564525283,2025-05,2025
O1393,2025-10-29,C032,Neha,Furniture,Desk,Office Desk,South,Hyderabad,4,4027,0.0,16108.0,14195.12,1912.88,16108,11.8753414452446,2025-10,2025
O1394,2025-11-13,C009,Amit,Technology,Keyboard,HP Keyboard,North,Delhi,7,11187,0.0,78309.0,53049.93,25259.07,78309,32.255641114048196,2025-11,2025
O1395,2025-03-17,C087,Arjun,Office Supplies,Notebook,Classmate Notebook,West,Pune,9,27353,0.2,196941.6,161645.0,35296.6,246177,17.922368864678663,2025-03,2025
O1396,2025-04-22,C023,Rahul,Furniture,Chair,Office Chair,North,Delhi,5,28346,0.2,113384.0,95103.29,18280.71,141730,16.122830381711704,2025-04,2025
O1397,2025-09-03,C033,Rahul,Office Supplies,Printer Paper,A4 Paper,North,Delhi,6,15055,0.05,85813.5,57384.75,28428.75,90330,33.12852872799734,2025-09,2025
O1398,2025-01-28,C011,Neha,Furniture,Desk,Study Desk,North,Lucknow,3,44039,0.05,125511.15,95098.52,30412.63,132117,24.231018519071814,2025-01,2025
O1399,2025-12-29,C009,Rahul,Office Supplies,File,Document File,West,Ahmedabad,6,45042,0.15,229714.2,178893.35,50820.85,270252,22.123512608275846,2025-12,2025
O1400,2025-12-20,C013,Amit,Furniture,Chair,Office Chair,West,Pune,8,55570,0.05,422332.0,261287.33,161044.67,444560,38.13224430069235,2025-12,2025
O1401,2025-05-08,C088,Vikram,Technology,Mobile,Samsung Mobile,East,Patna,1,29016,0.2,23212.8,15898.04,7314.76,29016,31.51175213675214,2025-05,2025
O1402,2025-11-05,C065,Rahul,Technology,Monitor,Dell Monitor,South,Chennai,1,15910,0.05,15114.5,11383.06,3731.44,15910,24.687816335307154,2025-11,2025
O1403,2025-10-09,C016,Anjali,Furniture,Chair,Office Chair,South,Bangalore,3,40242,0.2,96580.8,77397.01,19183.79,120726,19.862943773503634,2025-10,2025
O1404,2025-04-28,C071,Arjun,Furniture,Cabinet,File Cabinet,East,Kolkata,9,42681,0.0,384129.0,285806.52,98322.48,384129,25.59621377193599,2025-04,2025
O1405,2025-02-26,C018,Arjun,Office Supplies,Pen,Parker Pen,South,Bangalore,3,4334,0.2,10401.6,7425.66,2975.94,13002,28.61040609137056,2025-02,2025
O1406,2025-04-26,C057,Rahul,Furniture,Cabinet,Storage Cabinet,North,Jaipur,9,38859,0.15,297271.35,264325.11,32946.24,349731,11.082884374831279,2025-04,2025
O1407,2025-05-03,C093,Arjun,Technology,Mobile,OnePlus Mobile,South,Hyderabad,6,2482,0.15,12658.2,12011.02,647.18,14892,5.112733248013145,2025-05,2025
O1408,2025-11-27,C095,Priya,Office Supplies,File,Document File,North,Lucknow,7,27297,0.15,162417.15,119489.55,42927.6,191079,26.430460083802725,2025-11,2025
O1409,2025-07-20,C058,Kiran,Furniture,Cabinet,File Cabinet,South,Bangalore,2,55712,0.0,111424.0,87178.81,24245.19,111424,21.759396539345204,2025-07,2025
O1410,2025-07-11,C044,Neha,Technology,Mobile,Apple iPhone,East,Bhubaneswar,4,20276,0.1,72993.6,59742.56,13251.04,81104,18.153701146401875,2025-07,2025
O1411,2025-12-12,C036,Vikram,Technology,Monitor,LG Monitor,South,Chennai,1,28147,0.1,25332.3,18321.97,7010.33,28147,27.673484050007303,2025-12,2025
O1412,2025-08-25,C059,Priya,Technology,Laptop,HP Laptop,North,Jaipur,6,51827,0.1,279865.8,174677.99,105187.81,310962,37.58508899622605,2025-08,2025
O1413,2025-12-12,C023,Priya,Furniture,Table,Computer Table,North,Lucknow,1,53053,0.05,50400.35,30414.61,19985.74,53053,39.6539706569498,2025-12,2025
O1414,2025-08-10,C061,Rahul,Furniture,Cabinet,File Cabinet,East,Bhubaneswar,6,10844,0.1,58557.6,54202.52,4355.08,65064,7.437258357582961,2025-08,2025
O1415,2025-07-26,C004,Neha,Furniture,Chair,Executive Chair,East,Kolkata,4,27626,0.05,104978.8,85535.42,19443.38,110504,18.521244289323178,2025-07,2025
O1416,2025-09-14,C037,Amit,Office Supplies,Pen,Cello Pen,East,Bhubaneswar,5,22967,0.15,97609.75,59565.69,38044.06,114835,38.97567609793079,2025-09,2025
O1417,2025-08-05,C056,Ravi,Furniture,Chair,Office Chair,East,Patna,5,19359,0.05,91955.25,79404.18,12551.07,96795,13.64910649473521,2025-08,2025
O1418,2025-07-01,C038,Sneha,Office Supplies,Notebook,Classmate Notebook,East,Kolkata,6,55285,0.05,315124.5,267604.32,47520.18,331710,15.079811312671659,2025-07,2025
O1419,2025-05-23,C016,Rahul,Office Supplies,Notebook,Classmate Notebook,West,Mumbai,3,37328,0.1,100785.6,65167.83,35617.77,111984,35.34013787683954,2025-05,2025
O1420,2025-10-31,C035,Amit,Office Supplies,Printer Paper,A4 Paper,West,Mumbai,3,25625,0.1,69187.5,38432.23,30755.27,76875,44.452061427280945,2025-10,2025
O1421,2025-07-26,C058,Arjun,Furniture,Desk,Study Desk,East,Bhubaneswar,1,17475,0.15,14853.75,8400.91,6452.84,17475,43.44249768576959,2025-07,2025
O1422,2025-01-19,C043,Priya,Office Supplies,Printer Paper,A4 Paper,South,Hyderabad,3,10876,0.15,27733.8,26243.71,1490.09,32628,5.3728302648753505,2025-01,2025
O1423,2025-07-02,C028,Kiran,Furniture,Chair,Office Chair,South,Bangalore,7,22523,0.1,141894.9,130778.26,11116.64,157661,7.8344182912846065,2025-07,2025
O1424,2025-06-15,C025,Priya,Office Supplies,File,Office File,West,Mumbai,2,14311,0.0,28622.0,21021.91,7600.09,28622,26.55331563133254,2025-06,2025
O1425,2025-02-28,C089,Anjali,Office Supplies,File,Document File,North,Lucknow,5,25615,0.2,102460.0,58582.15,43877.85,128075,42.824370486043335,2025-02,2025
O1426,2025-08-02,C047,Rahul,Furniture,Table,Computer Table,West,Mumbai,7,56679,0.0,396753.0,246678.16,150074.84,396753,37.82576061176601,2025-08,2025
O1427,2025-09-25,C040,Amit,Technology,Mobile,OnePlus Mobile,North,Jaipur,1,8666,0.1,7799.4,6472.38,1327.02,8666,17.014385721978613,2025-09,2025
O1428,2025-10-19,C054,Vikram,Furniture,Table,Office Table,East,Bhubaneswar,2,25480,0.0,50960.0,33674.62,17285.38,50960,33.9195054945055,2025-10,2025
O1429,2025-07-28,C084,Sneha,Office Supplies,Printer Paper,Premium Paper,East,Patna,6,15095,0.2,72456.0,52120.07,20335.93,90570,28.066592138677265,2025-07,2025
O1430,2025-06-04,C053,Neha,Office Supplies,Printer Paper,Premium Paper,North,Lucknow,7,17459,0.2,97770.4,91950.6,5819.8,122213,5.952517326307349,2025-06,2025
O1431,2025-04-05,C094,Sneha,Office Supplies,Notebook,Classmate Notebook,West,Mumbai,1,46930,0.0,46930.0,34540.66,12389.34,46930,26.399616450031964,2025-04,2025
O1432,2025-01-11,C098,Priya,Office Supplies,Notebook,Classmate Notebook,East,Kolkata,1,36003,0.05,34202.85,31644.0,2558.85,36003,7.481394094351787,2025-01,2025
O1433,2025-09-28,C084,Arjun,Office Supplies,Printer Paper,Premium Paper,North,Lucknow,4,4245,0.05,16131.0,9354.83,6776.17,16980,42.00712913024611,2025-09,2025
O1434,2025-03-01,C010,Neha,Technology,Mobile,Samsung Mobile,East,Patna,8,55278,0.2,353779.2,227480.87,126298.33,442224,35.699761320054996,2025-03,2025
O1435,2025-12-10,C087,Amit,Technology,Keyboard,Logitech Keyboard,South,Hyderabad,6,44354,0.05,252817.8,173700.51,79117.29,266124,31.2941928930637,2025-12,2025
O1436,2025-08-26,C024,Arjun,Furniture,Desk,Office Desk,West,Pune,5,47395,0.05,225126.25,169340.75,55785.5,236975,24.77965141781556,2025-08,2025
O1437,2025-08-14,C009,Amit,Furniture,Desk,Office Desk,South,Bangalore,9,30234,0.05,258500.7,171325.89,87174.81,272106,33.72323943416787,2025-08,2025
O1438,2025-02-09,C020,Vikram,Technology,Laptop,HP Laptop,West,Mumbai,7,21258,0.2,119044.8,112590.24,6454.56,148806,5.421958791984195,2025-02,2025
O1439,2025-08-15,C048,Priya,Office Supplies,Notebook,Spiral Notebook,South,Hyderabad,6,17718,0.15,90361.8,62761.83,27599.97,106308,30.543847068119494,2025-08,2025
O1440,2025-08-17,C006,Arjun,Office Supplies,File,Document File,West,Mumbai,8,34800,0.2,222720.0,207258.32,15461.68,278400,6.942205459770115,2025-08,2025
O1441,2025-07-06,C063,Amit,Technology,Laptop,HP Laptop,North,Lucknow,6,22623,0.0,135738.0,114921.36,20816.64,135738,15.335897095875877,2025-07,2025
O1442,2025-09-04,C072,Anjali,Technology,Mobile,Apple iPhone,East,Patna,6,52037,0.2,249777.6,194987.79,54789.81,312222,21.93543776543613,2025-09,2025
O1443,2025-11-11,C031,Kiran,Furniture,Table,Computer Table,West,Pune,3,14179,0.1,38283.3,26223.76,12059.54,42537,31.50078493755763,2025-11,2025
O1444,2025-01-13,C045,Vikram,Furniture,Cabinet,File Cabinet,West,Mumbai,5,11101,0.15,47179.25,30660.27,16518.98,55505,35.01323145238638,2025-01,2025
O1445,2025-09-30,C024,Vikram,Furniture,Chair,Executive Chair,East,Kolkata,1,43033,0.15,36578.05,26823.76,9754.29,43033,26.667058522802613,2025-09,2025
O1446,2025-07-06,C013,Neha,Furniture,Desk,Office Desk,West,Pune,8,26475,0.1,190620.0,122999.21,67620.79,211800,35.474131780505715,2025-07,2025
O1447,2025-10-13,C013,Priya,Technology,Laptop,Dell Laptop,South,Bangalore,2,11097,0.05,21084.3,15922.21,5162.09,22194,24.48309879863216,2025-10,2025
O1448,2025-04-26,C015,Anjali,Technology,Mobile,OnePlus Mobile,North,Delhi,5,47864,0.0,239320.0,180502.87,58817.13,239320,24.576771686444925,2025-04,2025
O1449,2025-05-17,C054,Rahul,Furniture,Cabinet,File Cabinet,South,Bangalore,4,56321,0.0,225284.0,200771.48,24512.52,225284,10.880719447452993,2025-05,2025
O1450,2025-03-13,C027,Rahul,Office Supplies,File,Document File,East,Kolkata,1,19792,0.0,19792.0,15701.54,4090.46,19792,20.667239288601454,2025-03,2025
O1451,2025-08-09,C085,Kiran,Office Supplies,Printer Paper,Premium Paper,North,Lucknow,7,57102,0.0,399714.0,253543.62,146170.38,399714,36.568741650279954,2025-08,2025
O1452,2025-11-06,C072,Anjali,Office Supplies,Printer Paper,Premium Paper,North,Jaipur,6,24584,0.2,118003.2,103930.54,14072.66,147504,11.925659643128322,2025-11,2025
O1453,2025-12-05,C028,Rahul,Technology,Monitor,Samsung Monitor,West,Mumbai,5,23766,0.05,112888.5,92246.52,20641.98,118830,18.28528149457208,2025-12,2025
O1454,2025-03-09,C086,Vikram,Furniture,Desk,Study Desk,North,Jaipur,6,11482,0.2,55113.6,49819.5,5294.1,68892,9.605796028566454,2025-03,2025
O1455,2025-03-24,C058,Arjun,Technology,Monitor,LG Monitor,South,Chennai,1,36044,0.15,30637.4,24481.61,6155.79,36044,20.092403402377485,2025-03,2025
O1456,2025-07-27,C004,Amit,Furniture,Cabinet,Storage Cabinet,West,Mumbai,2,52115,0.0,104230.0,96328.72,7901.28,104230,7.580619783171831,2025-07,2025
O1457,2025-10-17,C067,Vikram,Office Supplies,Notebook,Classmate Notebook,East,Patna,8,42458,0.2,271731.2,198006.67,73724.53,339664,27.13141884332752,2025-10,2025
O1458,2025-06-01,C005,Arjun,Furniture,Table,Computer Table,South,Chennai,4,32803,0.05,124651.4,77393.19,47258.21,131212,37.91229781614968,2025-06,2025
O1459,2025-06-24,C034,Neha,Furniture,Desk,Study Desk,South,Bangalore,3,12492,0.2,29980.8,19481.02,10499.78,37476,35.02168054221369,2025-06,2025
O1460,2025-03-07,C030,Arjun,Office Supplies,Pen,Cello Pen,East,Patna,4,20666,0.0,82664.0,60015.98,22648.02,82664,27.397682183296233,2025-03,2025
O1461,2025-10-21,C015,Vikram,Furniture,Chair,Office Chair,East,Kolkata,4,12089,0.2,38684.8,32648.82,6035.98,48356,15.602975845810239,2025-10,2025
O1462,2025-03-11,C047,Neha,Furniture,Table,Computer Table,West,Pune,9,31608,0.0,284472.0,200850.91,83621.09,284472,29.395191793919963,2025-03,2025
O1463,2025-05-18,C089,Sneha,Office Supplies,Pen,Parker Pen,East,Patna,6,46027,0.1,248545.8,177546.91,70998.89,276162,28.56571706301213,2025-05,2025
O1464,2025-02-06,C056,Amit,Technology,Keyboard,Logitech Keyboard,West,Mumbai,5,55261,0.2,221044.0,128263.97,92780.03,276305,41.97355730080889,2025-02,2025
O1465,2025-09-24,C092,Neha,Technology,Laptop,Dell Laptop,West,Pune,1,57803,0.15,49132.55,39147.72,9984.83,57803,20.322230374771916,2025-09,2025
O1466,2025-04-13,C095,Vikram,Furniture,Chair,Office Chair,East,Patna,6,41791,0.05,238208.7,206628.96,31579.74,250746,13.257173226670563,2025-04,2025
O1467,2025-10-05,C040,Kiran,Technology,Keyboard,Logitech Keyboard,North,Lucknow,4,56252,0.15,191256.8,145247.03,46009.77,225008,24.056540734760805,2025-10,2025
O1468,2025-01-22,C038,Arjun,Office Supplies,Notebook,Classmate Notebook,South,Bangalore,6,34317,0.2,164721.6,139695.74,25025.86,205902,15.192822313527795,2025-01,2025
O1469,2025-06-15,C081,Amit,Technology,Keyboard,HP Keyboard,North,Lucknow,1,37492,0.05,35617.4,21812.61,13804.79,37492,38.75855621128999,2025-06,2025
O1470,2025-09-02,C035,Amit,Office Supplies,Pen,Cello Pen,West,Mumbai,6,52832,0.1,285292.8,246094.21,39198.59,316992,13.739775416694707,2025-09,2025
O1471,2025-01-20,C006,Amit,Technology,Mobile,OnePlus Mobile,South,Bangalore,9,55301,0.05,472823.55,437287.82,35535.73,497709,7.515642991978721,2025-01,2025
O1472,2025-02-13,C015,Arjun,Office Supplies,Printer Paper,Premium Paper,North,Delhi,9,4721,0.2,33991.2,21740.53,12250.67,42489,36.040710536844834,2025-02,2025
O1473,2025-06-12,C032,Vikram,Office Supplies,File,Office File,East,Patna,1,51718,0.1,46546.2,29910.22,16635.98,51718,35.74079087014622,2025-06,2025
O1474,2025-05-21,C070,Vikram,Technology,Laptop,Dell Laptop,West,Ahmedabad,2,38052,0.1,68493.6,47394.77,21098.83,76104,30.8040897251714,2025-05,2025
O1475,2025-07-09,C004,Vikram,Furniture,Chair,Executive Chair,West,Ahmedabad,4,33675,0.1,121230.0,68090.29,53139.71,134700,43.83379526519838,2025-07,2025
O1476,2025-02-14,C066,Ravi,Technology,Mobile,Apple iPhone,West,Pune,8,4987,0.1,35906.4,23516.44,12389.96,39896,34.50627186239779,2025-02,2025
O1477,2025-08-18,C018,Priya,Office Supplies,Printer Paper,Premium Paper,West,Ahmedabad,9,39987,0.1,323894.7,189980.32,133914.38,359883,41.34503590210028,2025-08,2025
